OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SOIL,AGE,SpanLength,MaxFloodDepth,MaxFloodDuration,MaxPeakWavePeriod,MaxSigWaveHt,MaxWaterVel,MaxWaveDir,MaxWindVel,MaxWSE
130,-94.92682441,29.22485163,five,20,1,Very Stiff,0,23.50202633,3.2916891,19.302548,12.084629,1.3850646,1.7230363,132.3296,46.596161,5.2240751
131,-94.92664463,29.22450056,five,20,1,Very Stiff,0,13.64979717,3.2916891,19.302548,12.084629,1.3850646,1.7230363,132.3296,46.596161,5.2240751
132,-94.92339432,29.22789329,five,20,1,Very Stiff,0,22.50018245,2.3667474,11.744332,12.459272,1.1651882,1.3405869,126.2801,46.765823,5.2371153
133,-94.92336463,29.22818033,five,20,1,Very Stiff,0,22.7062281,2.7274001,13.780538,11.771821,1.0478288,1.2699057,142.02203,46.909462,5.2315322
134,-94.91623663,29.22527482,five,20,1,Very Stiff,0,31.71764056,3.4667865,21.153973,10.345687,1.597463,1.2659994,191.75124,46.810874,5.2982002
135,-94.9163098,29.22538216,five,20,1,Very Stiff,0,35.93984654,3.4667865,21.153973,10.345687,1.5241845,1.2659994,191.75124,46.810874,5.2982002
136,-94.91642019,29.22519722,five,20,1,Very Stiff,0,20.2573228,3.7398143,37.301835,10.565105,1.597463,1.2465488,160.59653,47.167252,5.3226758
137,-94.91646938,29.22528881,five,20,1,Very Stiff,0,8.922394542,3.4667865,21.153973,10.345687,1.597463,1.2659994,191.75124,46.810874,5.2982002
138,-94.91659916,29.22512575,five,20,1,Very Stiff,0,9.999890748,3.7398143,37.301835,10.565105,1.597463,1.2465488,160.59653,47.167252,5.3226758
139,-94.91671443,29.22615864,five,20,1,Very Stiff,0,58.02426914,3.4667865,21.153973,10.345687,1.5241845,1.2659994,191.75124,46.810874,5.2982002
140,-94.91688764,29.22610781,five,20,1,Very Stiff,0,20.42152676,3.4667865,21.153973,10.345687,1.5241845,1.2659994,191.75124,46.810874,5.2982002
141,-94.91707992,29.22602018,five,20,1,Very Stiff,0,29.0038217,3.7217149,22.652281,8.667937,1.5034059,1.3252827,192.92758,47.666754,5.2788102
142,-94.91735829,29.22611734,five,20,1,Very Stiff,0,2.797552158,3.7217149,22.652281,8.667937,1.5034059,1.3252827,192.92758,47.666754,5.2788102
143,-94.91740685,29.22597364,five,20,1,Very Stiff,0,21.05530758,3.7217149,22.652281,8.667937,1.5034059,1.3252827,192.92758,47.666754,5.2788102
144,-94.91716452,29.22699304,five,20,1,Very Stiff,0,61.04471396,3.9674904,59.777845,6.4272228,1.4893976,1.3837887,184.27979,47.604251,5.2507327
145,-94.91734065,29.22691775,five,20,1,Very Stiff,0,23.24234676,3.9674904,59.777845,6.4272228,1.4893976,1.3837887,184.27979,47.604251,5.2507327
146,-94.91758009,29.22710273,five,20,1,Very Stiff,0,13.40006484,4.383368,71.27032,5.346668,1.4893976,1.4762401,184.52653,47.860934,5.2575238
147,-94.91761919,29.22789285,five,20,1,Very Stiff,0,43.0705142,4.383368,71.27032,5.346668,1.5716048,1.4762401,184.52653,47.860934,5.2575238
148,-94.91792566,29.22844573,five,20,1,Very Stiff,0,26.76818977,3.8794538,52.876132,12.160461,1.5716799,1.6201398,135.35312,46.977534,5.2644761
149,-94.91809291,29.22874735,five,20,1,Very Stiff,0,19.20030146,3.8794538,52.876132,12.160461,1.5716799,1.6201398,135.35312,46.977534,5.2644761
150,-94.91826572,29.229037,five,20,1,Very Stiff,0,29.40738295,3.4247631,20.455188,12.283522,1.5023494,1.8568776,134.57833,47.034751,5.2657662
151,-94.91861028,29.22987794,five,20,1,Very Stiff,0,19.65757985,3.2329793,18.796151,12.197315,1.3246832,1.9847972,133.85482,47.092686,5.2614509
152,-94.90965769,29.22794666,five,25,1,Very Stiff,0,18.1724919,4.2476034,37.790973,10.268458,1.6221697,1.110599,187.7715,47.675981,5.3539641
153,-94.90978857,29.22820873,five,25,1,Very Stiff,0,9.277097047,4.5091021,64.759149,10.175333,1.6444332,1.1774834,191.31901,47.779814,5.3315214
154,-94.90982159,29.22826272,five,25,1,Very Stiff,0,3.339026234,4.5091021,64.759149,10.175333,1.6444332,1.1774834,191.31901,47.779814,5.3315214
155,-94.90984763,29.22831706,five,25,1,Very Stiff,0,6.517479134,4.5091021,64.759149,10.175333,1.6444332,1.1774834,191.31901,47.779814,5.3315214
156,-94.90971328,29.22829732,five,25,1,Very Stiff,0,3.968516354,4.5091021,64.759149,10.175333,1.6444332,1.1774834,191.31901,47.779814,5.3315214
157,-94.90978368,29.22841043,five,25,1,Very Stiff,0,7.56666797,4.5091021,64.759149,10.175333,1.6444332,1.1774834,191.31901,47.779814,5.3315214
158,-94.90981492,29.22850238,five,25,1,Very Stiff,0,3.598151616,4.5091021,64.759149,10.175333,1.6444332,1.1774834,191.31901,47.779814,5.3315214
159,-94.90993695,29.22846841,five,25,1,Very Stiff,0,14.0036432,4.0371226,35.595918,6.6133287,1.6313502,1.0824792,192.37105,47.619431,5.3200331
